x,y,p
88.9,6.4,7.5
89,6.5,6.7
86.1,9.3,7.1
86.5,10.7,6.2
86.2,11.5,6.6
87.3,11.1,6.8
87.4,11.1,5.2
88.9,13.8,5.5
86.5,14.3,7.9
89.7,15.5,6.4
86.9,17.5,6.3
89,17.6,6.4
89.5,17.5,6.4
89.6,20.8,6.6
88,22,6.9
86.7,22.9,6.6
87.9,22.4,5.4
88.8,23.7,5.2
89.9,25,5.4
89.9,24.8,5.7
87.2,27.4,7.7
89,28.8,5.9
89.2,27.8,7.8
87.6,30,5.8
87.8,29.5,6.9
88.5,30.2,5.1
89.5,32.2,6.8
88.6,33.5,6.6
90,35.3,5.8
88.3,34.7,7.4
86.6,36.5,7.5
87.2,37.3,5.5
87.8,39.5,6
87.1,38.8,5.8
89.8,40.2,7
88.6,40.6,6.8
89.9,42.8,7.7
86.8,42.6,5.4
87,43.3,6.7
88.7,47,7.9
87.7,46.3,6.3
88.8,48.9,6.9
86.9,47.5,5.2
87.2,48.6,5.7
89.1,50.5,5.2
87.7,52.3,7.7
89.2,52.3,5.9
88.3,53.1,6
89.3,55.8,7.3
88.4,56.4,7.6
89.6,55.5,5.2
89,58.4,5.3
87.2,58.2,7.6
87.4,61,7.1
89.6,60,7.9
87.3,60.1,7.6
88.1,62.7,6.5
86.7,62.2,5.5
88.7,63.4,5.7
87.3,64.1,7.9
88,67.2,7.6
86,68.4,7.3
86,67.7,7.7
89.5,68.4,6.3
86.2,70.9,8
89.1,71.5,5.6
87.3,74,6
89.1,72.9,7.7
88.4,73.8,5.8
86.7,74.7,5.9
89.1,76.2,7.2
89.1,77.6,7.2
89.7,79.7,6.4
88.9,79.5,7.3
86.1,80,7
86.1,81.4,6.4
89,83.2,7.7
86.5,84.8,6.6
86.7,83.8,6.4
86,86.2,7.3
86.7,85.6,8
86,86.2,6.4
89.5,88.1,7.2
87.5,88.3,8
89.7,91.9,7.2
86.8,90.2,6.1
86.7,92.6,5.2
89.3,93.8,6.2
88.2,94.8,7.2
86.8,96.3,7.6
89.7,97.6,7.4
86.8,97.9,6.7
86.3,98.1,6.1
88.2,98.5,8
89.2,100.8,7
89.1,1.5,6.7
90.8,1.9,5.5
90,2.4,5.7
87.7,4.6,6.2
90.5,6,5.8
87.3,7.2,6.4
88.5,6.1,6.5
89.8,8.7,7.3
88.9,8.7,7.5
90,11.7,7.6
89.1,10.3,7
89.1,13,6.2
89.4,12.8,7.6
87.5,15.5,7.5
87.5,16.3,6
89,17,7.7
89.6,17.1,7.5
90.8,17.1,6
87.9,19,6.3
88,21,7.1
87.4,21.1,5.4
88.8,23.2,7
89.9,22.8,6.6
88.4,23.1,7.5
90.4,25.4,7.5
89.6,26.2,6
90,27.7,6.9
90.4,28.1,7.3
89.9,29.3,7.9
87.3,31.6,7
88.5,30.7,7.1
88.7,31.2,6.9
89,32.7,6.9
89.8,35.3,7.7
90.8,36,6.2
88.2,35.7,6.8
91,38.7,7.8
90.2,37.1,5.9
87.6,38.4,7.5
88.6,41.7,6
88.6,41.9,6
87.7,43.6,5.2
90.2,44.7,5.8
89.2,44.3,5.9
88.2,45.1,5.1
89.5,45.3,5.9
88.7,47.2,7.9
89.3,48.4,7.3
90.9,49.4,5.1
87.5,49.8,5.1
88.5,52.4,7.7
89.4,53.8,6.9
90,53.4,5.5
87.2,54,7.2
87.3,55.1,5.9
89.9,56.5,8
87.8,58.6,6
90.1,57.1,6.8
88.5,60.1,6.5
90.6,61.3,7.7
88,62.8,5
90,62.4,6.8
89.4,62.5,7.9
89.2,64.4,7.4
87.8,64.1,6.2
89.3,67.5,7.3
88.5,67,6.2
88.6,69.6,5.2
88.8,69.4,6
90.3,70.7,6.6
88.4,72.3,5
90.6,72.8,7.1
89.4,72.6,7.7
90.3,75.9,7.4
89.4,75.5,6
88.8,77.4,5.4
88.6,77.9,6.2
90.4,78.4,5.4
89.5,81,7.3
88.2,81.3,5.7
90.4,81.1,8
87.5,82.8,7.4
88.6,84.7,7.9
88.3,84.1,7.2
87.5,86.6,7.5
87.6,86,5.3
89.8,86.5,6.7
88.3,89.9,5.7
89.4,90.7,6.8
91,91.2,6.6
90.1,92.9,6.7
89.1,91.6,7
87.2,93.4,6.4
88.6,95.3,7.9
89.7,96.2,6.8
87.4,96.4,6.8
87.1,98,6.1
87.9,97.6,5.2
90.2,100.8,5.9
87.2,100,5.5
88.3,1.9,6
90.8,3.1,6.1
89.4,3.4,5.9
88.4,3.6,7.4
88.1,5.7,6.3
88.9,7.9,7
89,6.2,7.5
90.3,8.5,7.3
91.5,10.3,7.4
90.4,9.4,5.8
88.1,11.7,5.7
91.4,12,5.1
90.5,14.4,7
90.5,15.3,7
88.6,15.6,5.6
89.6,16.1,5.9
91,16.5,6.8
88.6,19.3,6.3
89.5,18.8,5
90.6,20.5,6.4
88.8,22,5.7
91.6,22.4,6.1
91.3,23.2,5.1
91.7,24.5,5.5
90.1,26.5,7.7
88.7,25.9,6.7
88.1,26.4,6.4
89.1,29,7
89.3,28,7
88.6,31.9,6.4
91,31.3,5.1
91.6,32.6,7.8
89.7,32.9,5.9
88.6,33.4,6.7
91.5,34.6,5.3
91.3,35.4,7.9
89.1,36,7.8
90,38.9,5.6
88.7,39.2,6
90.2,41.5,7.5
91.9,40.6,5.7
89.1,43.3,5.7
90.4,42.4,5.9
91.7,46,6.8
89.2,45.2,6.7
91.7,45.3,7.7
91.2,46.9,5.6
88.6,48.1,6.8
89.9,48.7,7.9
89.7,49.5,7.2
88.2,51.3,5.3
89.7,53.5,6.9
89.4,53.9,5.8
91.5,55,5.4
88.4,54.9,7.6
91.9,56.8,7.6
88.5,58.2,7.5
90.6,58.5,6.6
89.7,60.7,6.4
90.3,60.7,6.3
91.2,62.3,7.8
88.8,63.7,7.5
91.2,64.7,7.9
89.5,63.7,5.5
89.3,66.7,6
88.7,66.6,7.9
90.8,66.7,7.2
89.3,68.4,6.4
88.6,68.2,7.2
90.7,70.4,5
89.3,72.1,7.9
89.3,73.1,5.3
88.7,74,6.3
88.9,75.6,7.7
90.5,76.2,6.3
91.4,75.8,7.1
90.9,78.2,7.1
89,79.1,8
88.8,79,7
89.5,80.7,5.3
92,81.3,6.6
91.4,83,6.2
88.1,82.1,6.1
89.2,85.4,5.1
88.7,86.2,7.8
91,86.1,5.3
91.8,86.4,7.4
88,89.2,7.4
89,90.1,7
88.6,89.8,6.8
90.2,90.9,7.1
88.5,91.5,6.5
89.1,92.6,6.5
91.8,93.7,6.8
88.7,94,5.1
90.1,96.1,7.6
90.7,96.4,5.9
91.8,99.7,7.1
89.1,100.6,6.8
90.5,101.6,7.1
92.7,1.2,6.8
92.3,1.8,5.3
91.5,3.7,5.9
92.7,5.3,7.5
89,6,8
90.1,7.7,7.4
89.2,8.2,5.9
91.9,9.5,7.8
92.8,8.2,5.7
90.3,10.2,7.8
90.7,10.4,5.7
90.8,13.4,5.6
90.8,12.6,5.1
91.1,15,6.5
89.1,15.4,7.1
93,17.3,5.9
89.5,17.5,7.5
89.6,18.1,5.6
90.1,20.2,5.4
92.3,20.6,7.4
92,22.5,5.4
92.4,22.3,7.8
89.8,24.8,6.4
90,25,5.5
91.2,24.6,6.7
89.8,25.5,5.8
89,28.9,6.5
92,27.8,6.6
90.7,30.1,5.7
89.7,30.6,7.5
92.7,31.5,7.3
89.2,32.4,5.6
90.2,34.4,7.2
90,34.8,7
92.2,35.5,7.9
90,36.5,5.8
90.2,38.3,5.3
89.2,38.7,6.2
91,40.6,6.2
90.9,42,7
90.4,41.2,6.4
89.5,43.5,5.6
91.8,44.4,7.9
92.4,45.9,7.4
89.4,45.7,7.3
89.4,46.9,6.5
90.5,47.4,7.1
92.4,49.7,6.2
90,51,7.7
90.1,51.5,6.6
90.4,52.1,5.1
91,54,5.5
92,54.1,7
91.5,55.2,6.9
92.4,56.5,6.2
90,56,6.7
92.2,58.2,5.8
92.9,59.2,6.4
91.6,58.2,7.2
91.1,60.6,7.4
92.2,60.6,6
90.2,62.1,6.4
89.8,64.6,7.9
92.5,63.4,6.4
92.6,64.5,7.3
89.4,66.4,7.2
90.7,67.4,5.7
89.8,68.8,7.2
89.2,70.5,6
90.4,70.8,6.5
89.4,72.7,5.7
89.2,72,6.9
89.9,73.2,7.9
92.3,73.4,5.9
89,75.3,6.2
90.7,77.9,7.2
91.6,76.6,5.4
90,77.9,5.1
90.4,78.6,6.1
91.7,80,7.2
92.3,82.3,7.9
90.6,83.8,6.9
92.1,83.6,5.5
91.1,83.5,5
91.9,85,5.3
91.9,86.6,7.2
91.9,87.6,6.2
90.5,89.7,7.6
92.9,89.4,5.8
89.3,91.1,5.4
92.1,92.1,7.1
91.9,92.7,7
92.6,94,6.3
89.3,95.9,7.2
91.8,95.5,7.2
89.1,97,6.3
91.4,98.8,7.2
89.7,99.6,6.4
90.3,99,5.5
89.5,99.7,7.9
90.3,2.6,5.3
92.6,1.1,6.1
93.5,3.8,5.9
90.9,3.6,5.7
90,5.3,5
90,6.7,5.4
91.4,8.3,6.5
91.2,7.6,5.3
90.2,9.5,7.4
92.7,11.9,5.8
92.4,12.3,6.7
94,11.3,6.1
91.5,13.7,6.1
93.3,15.7,7.8
91.9,15.8,5.6
92.4,17.3,6.6
90.6,17.7,5.9
93.7,17.6,6.1
91,18,7.8
90.1,19,5.7
93.7,22.4,7.8
90.3,22.9,6
91.6,24.4,7.7
90.8,25.5,6.5
90.9,25.1,5
90.1,25.5,7.2
91,26.5,5.4
93.6,28.3,7.4
91.8,29.6,5
91.4,29.6,5.4
90.3,30.7,7.1
92.3,32.6,5.5
90.2,32.4,6.1
91.9,35.7,7.1
90,35.7,7.2
93.7,36.4,6.1
93.8,37.5,7.2
93.7,37.3,6.1
93,38.7,5
92.3,39,5.6
93.5,42.8,7.1
92,42.3,5.5
91.7,42.3,5.1
92.1,44.3,7.6
90.3,44.5,7.1
91.8,45.5,5.1
91.6,47.1,7
93.8,48.7,7.4
91,50.5,5.3
93.5,49.6,7.2
90.5,50.5,7
91,54,7.1
91.4,52,7.8
92,55.8,5.4
93.3,56.5,6.4
90.5,57.8,5.8
93.6,57.4,7.1
91.1,59.9,7
90.9,60.4,7.3
91.1,61.3,7.7
91.1,62.6,5.3
93,63.9,5.1
90.3,63.7,6.7
90.8,63.3,5.8
91,65.7,7.4
93.1,65.6,7.4
92.4,67.3,5
93.5,69.8,7.9
91.5,69.1,5.4
90.2,71.6,5.8
92.6,70.1,7.3
91.5,72.1,6.8
93.6,74.1,6.9
93.4,75.7,6.4
92.2,74.3,7.8
90.4,75.6,7
93,78.8,8
93.5,79.9,5.6
93.1,79.5,6
90.7,80.9,5.5
91.6,80,5.6
93.1,83.1,7.2
92.4,83.5,7.7
91.3,83,7.8
91.8,86.3,7.3
93.4,85.8,5.2
91.9,87.3,5.3
91,87.3,6.8
92.5,89.7,6.2
91.4,90,7.8
91.3,91.6,5.7
91.4,93.5,7
93.9,92.6,6.5
93.9,93.3,7.3
91.8,95,7.8
90.9,96.8,7.4
90.3,97.7,5.7
91.8,98.6,6
91.6,100.2,7.6
93.7,99.4,5.4
93,2.2,7.2
94.3,1.5,5.7
92.3,4.1,6.4
94.8,4,6.8
93.2,5.6,7.5
91.6,6.2,6.8
93.3,8,5.6
95,9.9,7.7
91.5,9.2,7.4
91.5,11.4,5.8
94.3,12.1,6.1
93,12.5,6.7
93.3,12.9,6.8
91.5,13.6,6.2
93.2,14.9,5.7
93.8,15.8,7.8
93.2,16.3,6.5
93.5,19,6.9
93.1,18.5,7.8
91.1,21.4,6
92.2,21.3,7.1
91.7,22,5.4
94.4,24.1,6.7
94.3,24.2,5.2
93.1,26.9,6.8
94.8,26.9,6.9
94.1,28.1,7.2
94.1,28.1,7.8
94.4,28.6,7
93.9,31.8,5.8
94.9,30.7,6.1
93.4,33.5,7.8
94.4,32.8,5.9
93,35.6,7.2
93,36,5.6
91.4,35.9,5
92.9,37.8,5.8
92.6,38.3,5.2
94.2,40.2,6.2
92.7,40.4,7
93.4,41.7,7
94.2,42.8,6.1
94.7,44.4,7.1
94.5,45.7,5.9
93,44.6,6.9
94.9,46.1,6.7
93.4,48.5,7.4
91.4,49.4,6.6
92.5,48.9,6.1
92.2,49.9,7
93.5,51,5.8
94.1,53.1,7
93.4,53.6,5.4
91.3,55.5,6.3
94.4,55.2,7.2
91.5,55.2,6.4
93.2,56.3,5.4
93.6,57.2,6.5
92.6,58.5,5.7
94.9,59.9,6.6
93.3,61.8,7.1
93.2,61.7,6.1
94.3,62.1,6.8
92.5,65.6,7.3
91.6,66.6,5.8
92.4,65.5,5.5
91.2,66.9,7.1
93.1,69.2,5.6
94.9,70.8,6.9
91.7,71.6,5.2
94.7,70.1,5.1
93.1,72,5.2
92.3,73.7,7.7
91.3,75.4,7.2
93,76.5,5.8
91.7,76.9,7.4
94.5,78.3,6.7
91.4,79.9,7.4
91.3,78.7,5.2
94.1,79.3,7.1
91.9,81.4,7
91.6,83.4,6.1
92.4,84.5,6.6
93.4,84.6,7
94.9,85.7,6.9
91.9,87.5,6.8
91.7,88.9,7.5
94,87.4,6.4
93.8,90.8,5.6
93.6,91.8,6
94.3,90.1,7.2
94.6,92.9,7.3
94.9,94.8,7.7
91.3,95.9,5.4
94.9,96.9,5.2
91.8,97.1,6.3
94.2,98.5,5.6
94.3,98.3,7.3
91,98.5,5.3
93.1,99.3,6.4
94.2,2.5,5.3
95,1.8,6.1
95.9,2.2,7.4
94.8,3.6,6.1
96,5.6,5.9
95.7,7.1,5.7
92.9,7.6,6.9
93.6,7.3,7.1
92.3,9.5,5.7
95.7,9.8,6.3
92.6,10.6,7.9
92.9,12.5,7.8
95.4,14.9,6.9
92.4,13.4,6.1
94.4,16,6.5
93.5,16.6,7.3
94.7,18.9,7.4
95,17.9,6
93.6,19.9,8
94.1,19.8,5
94.3,22.7,7.1
94,21.5,7.4
94.1,22.3,7.4
92.6,25.5,5.3
94,25.5,6.1
92.6,26.3,5.1
94,28.2,7.3
94.8,27.8,6.9
95.2,28.1,6.7
92.7,29.4,7.9
93.6,30.9,7.1
95.3,32.8,7.7
92.9,33.6,7.9
95.4,34.1,6.4
92.9,36.5,5.7
92.7,36.1,7.9
94.4,36.4,6
92.7,37.6,5.8
95.3,39.9,5.5
92.1,41.2,7.9
93.4,40.3,7
92.4,41.2,6.9
94.5,44.4,7.2
95,44,6.3
93.2,46.1,6.4
94.2,46.2,6.5
95.3,46.1,6.3
93.6,49.6,6.1
93.2,49.7,6
93.7,50.5,6.5
93.1,52.1,6.6
93.3,52.9,7
94.2,55,5.1
95.5,55,5.5
95.1,56.8,6.7
93.8,57,5.2
94.6,57.1,7.5
94.5,58.2,5.6
94.2,59.9,5.7
94.6,60.6,6.5
94.3,61.1,5.3
95.9,61.1,5.8
94.6,62.6,7.8
93.9,66,5.8
92.6,64.4,8
93.9,68,5.7
92.9,67.6,5.1
96,69.6,7.2
92.4,69.3,6
95.9,70.9,5.4
93.6,71.6,7.3
92.5,71.6,6.1
92.3,73.1,5.2
95.4,74.8,7.7
92.2,75.7,7.8
94.6,77.7,7.7
93.1,78.9,6.1
95.7,79,6.8
93.4,80.6,5.1
93.6,79.6,5.7
93.1,82.3,6.5
92.6,81.2,6.2
94.2,83.4,6.9
93.9,85.3,5.1
95.5,85.4,6.8
94.1,87,5.8
92.7,87.5,6.9
95,87.9,7.4
92.2,88.2,7.6
95.7,89.5,7
93.2,92,7.8
92.3,92.4,5.9
95.3,94.9,5.8
92.8,95.8,7.4
94.7,95.5,6.4
95.9,95.8,6
95.9,98.6,6.2
93.8,97.5,6.4
95.9,98.9,7.7
93.9,100.7,7.7
93.7,0.1,5.1
96.6,3.7,5.2
94.5,4.9,6
96.7,4.4,5.2
95.8,4.7,7.5
94,7.8,6.3
94.6,8.5,5.8
94.1,7.5,7.6
95.5,9,6.8
95.3,9.2,7.8
94.4,12.1,5.9
96.3,13.3,6.8
96.7,13,6.4
96.5,14.1,5.4
93.2,16,5.1
95.4,15.3,7.4
96.9,18.4,6.4
93.8,17.6,7.8
96.8,18.2,7.5
94.6,19.9,7.3
93.4,20.2,7.9
94.9,21.2,6.9
94.3,23.4,7.8
96.3,24.6,5.4
94.3,25.5,5.3
93.1,27.4,6.9
95.3,27.3,7.1
95.3,28.2,7.1
94.1,28.6,7.7
96.9,30.7,5
93.4,32.3,5.4
95.8,31.7,6
95.3,34.5,5.5
95.4,35.6,6
95.7,36.6,6.2
96.7,37.2,6.2
96.2,38.3,7.2
96.5,37.2,7.6
93.2,40.3,7.1
95.5,39.3,5.2
94.8,40.5,7.5
93.4,41.2,6.9
96.4,43.7,6.8
95.7,43.9,6.6
94.4,45.4,7.6
93.9,46.7,5.3
93.1,48.7,6.8
94.3,47.4,6.9
96.5,50,6.9
93.8,50.5,6
96.8,51.3,7.2
96.2,51.5,6.1
94.4,52.4,6.3
93.4,54,7.1
93.2,55.9,7.2
94.7,57.5,7.8
93.6,58.1,6.6
94.2,59.8,5.7
93.1,58.7,5.2
95.7,61.4,6.9
96.7,62.3,5.8
97,62.1,5.4
97,64.1,7.5
96,64.2,6.7
96.2,67,6.4
93.2,67.6,5.5
96,66.7,7.1
95,67.4,7.6
95.6,69.3,5.6
96.1,71.6,5.4
94.9,70.7,5.5
96.6,71.4,6.3
93.1,74.6,6.2
93.3,74.6,7.7
95.4,75.7,5.5
96.2,76.2,7.9
96.7,77.6,5.3
96,77.7,5.5
93.3,79.6,7
93.8,79.5,6.5
96.2,80.6,7
95.9,82.1,7.7
95,84.7,6
93.9,84.4,6.1
93.7,85.6,5.7
95.2,86.4,7.9
95,87.7,5.9
95.5,88.6,6.3
94.9,90,7.2
96.4,89,5.1
93.8,92.1,7.6
95.1,91.8,6
95.4,94.6,7.3
94.8,93.2,5.4
94.8,95,6.8
96.6,95.5,7.9
94.2,97.6,7.3
94,99.1,5.4
96.5,99.1,5.3
93.8,99.8,5.8
94.5,1.4,7.6
96.1,2.2,5.9
98,2.9,7
95.6,6,6.1
95.8,4.8,7.2
95.7,5.9,5.3
97.6,8.6,5.2
95.3,7.3,6.5
97.3,8.3,5.1
97.6,10.7,6.1
94.3,11,5.8
96.5,13,5.9
94.4,13,5
95.6,15,5.3
94.1,14.4,6.9
97.9,15.9,6.3
96.2,18.9,6.9
97.8,17,7.8
94.4,18.2,6.5
95.6,19.1,6.5
97.2,21,5.7
94.9,24,5.8
96.3,23.6,8
97.2,25.9,7.3
94.2,26.3,5.9
95.6,25.4,5.5
97.6,28.9,7.4
95.9,30,7.8
97.7,28.2,5.8
96.9,30.6,7.3
94.9,32.9,5.1
95.1,33.2,5.3
97.6,32.2,5.5
96.9,33.7,7.8
96.1,36.7,7.7
96.9,36.8,6.4
95.5,36.7,7.2
97.5,38.3,7.2
94.4,39.3,6.7
97.5,40.2,6.5
97.6,41.7,6
95.5,43.7,5.3
96.5,44.4,6.2
94.4,44.8,6.8
97.9,45.2,6
97.9,46.9,7.6
95.7,48.3,6.1
97.1,49.4,6.2
97.9,49.4,5.3
95,51.2,6.5
97.7,51.1,6.5
94.7,52.7,5.7
97.9,52.3,7.5
95.6,55.2,6.8
94.2,54.7,5.5
96.9,56.9,5.8
96.5,58.1,6.4
94.4,58.4,6.4
97.9,58.7,7.5
97.4,59.2,7.7
94.7,61,5
95.1,62.1,7.4
94.4,63.8,7
94.8,63.6,5.5
94.2,64.1,7.8
96.2,65.7,5.5
94.8,68.7,6.4
98,68.3,6.6
94.7,69.5,6.1
95.3,69.4,5.2
95.4,72.4,5.1
97.3,72.3,7.8
96.7,72.7,5.3
95.8,73.7,7.9
97.8,74.7,7.3
94.9,77.5,7.6
97.7,78.2,7.5
96.5,77.9,7.2
94.7,78.5,5
96.1,81.3,7.5
95.1,80.8,6.4
96.8,81.8,7.5
97.7,84.3,7.5
97.7,83.7,6.7
95.9,84.4,6.4
97.4,87.3,5.3
94.1,88.3,7.5
97.8,88,5.5
95.9,89.8,5.4
97.2,90.4,7.6
94.7,91.4,6.4
97.7,91.2,6.6
95.2,93.9,7.2
96.4,94.4,5.1
94.2,94.2,6.3
94.6,96.6,5.4
94.7,96.8,6.9
97.1,97.2,5.9
94,99.3,6.2
95.8,99.3,5.2
95.8,0.8,6.3
95.5,1.9,7.9
98.5,4.6,5.2
96.3,4,6.8
97.9,6.1,6.2
97.4,6.9,5.1
98.2,7.5,7.7
95.5,9.3,6.9
98.3,9.6,6.6
96,11.3,7.1
95.7,12.3,5
95.9,11.6,5.1
98.5,12.3,6.7
96.3,13.1,7.9
97.1,16.5,5.6
96.5,17.4,7.1
97,16.4,7.1
98.1,18.8,5.5
98.4,19,7.8
99,20.5,7.8
95.3,21.8,5.5
97.4,21.5,6.5
97,22.1,5.7
98.4,23.8,8
96.9,24.5,6.9
96,25.8,5.9
96.2,26.2,5.7
97.6,29,7.2
97,29.6,5.2
98.3,30.1,6.3
96.3,31.9,5.8
96.1,31.6,5.1
97.6,32.7,5.2
96.2,33.9,5.3
96.9,36.3,5.5
96.5,37.6,5.5
95.3,36.4,7.2
95.2,37,6.9
98.7,39,7
97.9,39.5,5.2
97.4,42.8,6.5
96.3,43,7.5
97.5,43.5,7
96.6,43.7,6.6
98.8,46.7,6.5
96.8,47.8,6.5
96.3,46.3,7.8
98.3,48.9,5.1
96.5,50.4,5.7
97.1,49.6,7.1
96,50.9,5.3
96.7,53.4,6.4
96.7,52.3,6.1
95.2,55.7,7.7
96.1,54.9,5.2
95.8,55.1,7.5
98.1,57.3,7.1
96.3,57.9,5.8
97.9,60.7,5.5
95.5,60.2,7.1
98,60.6,7.4
96.2,63,5.6
96.7,63.5,7.6
97.1,63.9,5
96.3,66.4,7.1
98.1,65.1,6.7
97.3,68.3,7.6
97.8,68.8,6.7
95.7,69.4,7.5
97.4,70.9,7.6
98.9,71.7,7.7
96.2,73.9,5.2
98,72.3,5
95.3,74.1,6.9
96,74.2,7
96.6,77.3,7.9
97.9,78.7,7.4
95.4,77,5.7
95,79.6,6
97.5,80.8,6.8
98.5,81.7,5.9
95.2,81.2,5.4
98.7,83.1,7
97.5,85.7,7.7
96.9,86.4,7.7
98.1,85.3,5.6
98.8,86.3,7.9
96.3,89.6,6.2
95.6,88.5,7.6
97.3,90.5,6.3
96.5,91.3,7.2
97.3,93.6,5.3
95.7,92.2,6.1
97.5,95.9,7.2
95.5,94.8,5.5
96.5,96.7,7.9
95.9,98.9,7.4
96.8,100,7.2
97.3,100.4,5.6
97.3,99.2,5.3
98.9,1.4,5.2
98,3.7,5.9
97.4,4.7,7.5
100,4.2,7.9
97.6,6,6.9
98.6,6.4,5.3
98.4,6,7.3
98.3,8.6,6.5
99.6,10.2,6.8
98.3,11.8,6.5
98.2,10.8,6.9
98.7,11.4,6.2
98,12.4,6.5
99.4,14,7.5
97.3,15,6.1
97.4,15.9,6.4
97.6,16.7,7.1
98.7,18.7,7.8
96.3,19.6,7.6
97.2,20.5,7.4
97.3,22.5,7.3
97.1,23.4,7.9
98.4,24.8,7.1
96.9,25.8,8
99.8,25.3,7.5
99.4,27.2,7.3
99.8,26.1,5
98.4,27.1,7.9
99.3,30.2,5.2
97.3,30.1,6.7
98.8,31.9,7.2
98.2,31.9,7.9
96.2,32.7,5.4
98.2,33.2,6.8
99,34.7,6.4
98.4,35.4,5.8
96.4,36.3,6.6
96.5,39.8,6.2
96.3,40,7.7
96.7,41.9,6.6
96.9,41.6,6.5
99.6,43,6.7
98.4,42.6,7.6
99.7,43,5.8
100,45,5.2
99.4,47,6.4
98.6,47.9,6.9
98.8,47.2,5.1
99.8,48.5,6.1
98.1,51.3,7.2
97.3,50.5,6.5
100,53.4,5.7
98.2,52.6,5.9
97.4,55.2,6.3
97.8,55,6.2
97.1,56.3,7.8
99.9,56.2,6
96.3,57.6,7.6
99.3,60.1,5.2
96.9,61.8,7
96.9,62.2,5.5
97.6,62.3,5.5
96,63.2,7.2
96.6,64.2,6.4
98.2,66.8,7.2
96.8,65.1,6.1
99.6,66.6,6.7
96.6,69.2,7.7
96.9,69.3,5.5
97,70.7,6.4
98.7,70.4,6
99.4,72.2,5.1
96.6,73.7,6.7
97.1,75,5.1
99.7,76.8,5.4
99.8,76.4,5.4
99.5,78.3,6.1
98.3,77.4,6.1
99,79.3,6.8
96.5,81,6.5
98.8,81.6,6
99.4,83.1,7.1
98.1,84.6,6.1
98.6,85.4,8
97.6,85.9,7.2
98,86.4,6.8
99.5,87.2,7.6
98.7,87.9,5.1
96.3,89.3,5
98.6,90.5,7.8
96.7,90.2,6.1
97.3,92.6,7.8
96.8,92.8,5.5
99.2,95.4,7.5
96.7,96.2,5.6
97.5,96.7,7.3
97.7,96.8,5.8
99.7,97.7,7.4
98.7,100,7.8
100,101.8,6
97.9,0.1,7
97.4,1.3,5.2
98.5,5,6.6
98.3,3.3,5.3
99.6,4.1,5.3
99.7,6.2,7.7
98.3,7.3,5.1
97.8,7.6,6.2
100.2,9.6,7.1
99.1,11.1,5.6
98.9,12.8,7.6
99.5,12,5.1
98.6,13.3,5
97.7,15.7,7
101,16.7,5.1
99.5,15.3,7.3
98.4,17.8,7.2
98.6,17.3,6
98.1,18.6,7.7
100.2,19.8,7.8
98.7,20.1,7
97,21.7,7.2
98.9,24.1,6.3
98.4,25.5,5
100.2,25.4,6.6
98.8,25.2,5.7
97.9,26.7,7.7
97.9,29.7,5.7
99.6,29,6.1
99.1,30.2,6.7
98.6,31.6,5
99.3,32.4,6.7
98,33.9,6.7
99,35,5.2
99.8,36.8,7.7
99,36.9,5.6
101,37.4,5.8
98.2,38.7,7
99.1,38.2,6.7
99.2,40,5.9
98.3,40.7,6.7
100,43.9,7
100.6,44.4,7.4
97.3,46,5
97.6,45.5,7.1
100.2,47.9,5.5
99.4,47.7,5.9
100,49.9,7
98.9,50.1,8
101,49,5.5
99.4,51.3,6.5
98.6,53.4,5.4
99.2,53.9,5.3
99.1,53.7,6.9
98.2,55.6,7.3
98,55.3,7.8
100.9,58.4,6.6
97.4,58.3,5.5
97.5,60.1,5.2
100.7,59.2,5.3
97.8,62.4,7.5
100.3,63.3,6.7
99.7,64.7,7.6
99.8,65.3,6.4
100.4,65.2,7.3
97.7,65,6.8
98.7,66.7,5.2
99.1,69.9,6.9
100.4,68.6,6.9
97.1,69.8,6.3
98.4,71.7,7.3
99.5,72.6,6.9
98.9,73.7,5.5
99.1,73.7,5.2
100.5,74.1,6.7
100.5,76.9,7.9
100.2,76.6,5.8
100,79.8,6
98.1,78.5,6.4
99.8,80.2,6.7
100,80.4,6.6
100.1,82.9,5.4
97.1,83,5.5
98.4,84.4,6.5
98.8,86.3,5.2
100.1,85.6,6.6
99.9,86.5,7.3
97.4,90,6.3
100.6,90.7,6.5
100.6,90.2,6.5
98,91.9,6.3
98.8,92,5.9
98.7,94.6,5.3
97.9,95.6,7.6
98.8,94.3,7.1
98.6,97.7,6.4
100.9,96.8,6.5
100.7,98.9,7.7
100.3,98.6,6.4
99.4,99.6,6.9
99.4,1.4,7.3
98.2,1.6,7.3
98.8,2.2,5.8
98.9,5.9,6.2
99.5,5.2,5.7
99.2,5,6.2
100.7,6.1,7.7
99.6,9.9,5.5
98.1,10.1,6.4
99.3,10.6,5.5
99.5,11.7,5.2
98.3,13.8,5.4
101.1,12.9,7.2
98.7,14.1,6
98.4,14.7,5.6
100.6,16.3,7.4
99.2,17,7.7
101.8,17,7.9
99.4,19.3,6.1
101.9,21.4,5.1
98.8,21.8,6.4
99.5,22.7,6.7
101.4,23,7.7
100.2,25.4,5
101.5,25.2,5.8
100.7,26.8,6.6
99.7,26.5,6
100.3,28.6,6
101.3,29.1,5.3
99.6,29.6,5.6
101.4,31.3,5.3
100.3,33.1,7.2
99.4,33.2,6.3
99.1,34.8,6.6
100.4,34.3,6.1
100.3,36.6,7
